"resonator_l [in]","resonator_w [in]","Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
2.9,0.06,1.379,-8.86935909867993
2.9,0.06,1.3792,-8.91999649212669
2.9,0.06,1.3794,-8.97109768474538
2.9,0.06,1.3796,-9.02266900376875
2.9,0.06,1.3798,-9.07471690439242
2.9,0.06,1.38,-9.12724797331249
2.9,0.06,1.3802,-9.180268932387
2.9,0.06,1.3804,-9.23378664242574
2.9,0.06,1.3806,-9.28780810711425
2.9,0.06,1.3808,-9.34234047707716
2.9,0.06,1.381,-9.39739105408743
2.9,0.06,1.3812,-9.45296729542725
2.9,0.06,1.3814,-9.5090768184072
2.9,0.06,1.3816,-9.56572740505065
2.9,0.06,1.3818,-9.62292700695049
2.9,0.06,1.382,-9.6806837503057
2.9,0.06,1.3822,-9.739005941146
2.9,0.06,1.3824,-9.79790207075237
2.9,0.06,1.3826,-9.85738082128268
2.9,0.06,1.3828,-9.91745107161147
2.9,0.06,1.383,-9.97812190339373
2.9,0.06,1.3832,-10.0394026073624
2.9,0.06,1.3834,-10.1013026898708
2.9,0.06,1.3836,-10.1638318796917
2.9,0.06,1.3838,-10.227000135083
2.9,0.06,1.384,-10.2908176511359
2.9,0.06,1.3842,-10.355294867415
2.9,0.06,1.3844,-10.4204424759072
2.9,0.06,1.3846,-10.4862714292922
2.9,0.06,1.3848,-10.5527929495519
2.9,0.06,1.385,-10.6200185369327
2.9,0.06,1.3852,-10.6879599792802
2.9,0.06,1.3854,-10.7566293617629
2.9,0.06,1.3856,-10.8260390770059
2.9,0.06,1.3858,-10.8962018356517
2.9,0.06,1.386,-10.967130677374
2.9,0.06,1.3862,-11.0388389823634
2.9,0.06,1.3864,-11.1113404833107
2.9,0.06,1.3866,-11.1846492779135
2.9,0.06,1.3868,-11.2587798419313
2.9,0.06,1.387,-11.3337470428197
2.9,0.06,1.3872,-11.4095661539722
2.9,0.06,1.3874,-11.4862528696019
2.9,0.06,1.3876,-11.5638233202967
2.9,0.06,1.3878,-11.6422940892848
2.9,0.06,1.388,-11.7216822294467
2.9,0.06,1.3882,-11.802005281115
2.9,0.06,1.3884,-11.8832812907049
2.9,0.06,1.3886,-11.9655288302189
2.9,0.06,1.3888,-12.0487670176764
2.9,0.06,1.389,-12.1330155385163
2.9,0.06,1.3892,-12.218294668028
2.9,0.06,1.3894,-12.3046252948687
2.9,0.06,1.3896,-12.3920289457265
2.9,0.06,1.3898,-12.4805278111947
2.9,0.06,1.39,-12.5701447729261
2.9,0.06,1.3902,-12.6609034321398
2.9,0.06,1.3904,-12.7528281395582
2.9,0.06,1.3906,-12.8459440268567
2.9,0.06,1.3908,-12.9402770397129
2.9,0.06,1.391,-13.0358539725485
2.9,0.06,1.3912,-13.1327025050624
2.9,0.06,1.3914,-13.2308512406604
2.9,0.06,1.3916,-13.3303297468906
2.9,0.06,1.3918,-13.4311685980042
2.9,0.06,1.392,-13.5333994197668
2.9,0.06,1.3922,-13.6370549366509
2.9,0.06,1.3924,-13.7421690215517
2.9,0.06,1.3926,-13.8487767481739
2.9,0.06,1.3928,-13.9569144462473
2.9,0.06,1.393,-14.0666197597357
2.9,0.06,1.3932,-14.1779317082159
2.9,0.06,1.3934,-14.2908907516091
2.9,0.06,1.3936,-14.4055388584596
2.9,0.06,1.3938,-14.5219195779632
2.9,0.06,1.394,-14.640078115956
2.9,0.06,1.3942,-14.7600614150863
2.9,0.06,1.3944,-14.8819182393967
2.9,0.06,1.3946,-15.0056992635533
2.9,0.06,1.3948,-15.1314571669623
2.9,0.06,1.395,-15.2592467330218
2.9,0.06,1.3952,-15.3891249537542
2.9,0.06,1.3954,-15.5211511400657
2.9,0.06,1.3956,-15.6553870378704
2.9,0.06,1.3958,-15.7918969503089
2.9,0.06,1.396,-15.930747866268
2.9,0.06,1.3962,-16.0720095953839
2.9,0.06,1.3964,-16.215754909669
2.9,0.06,1.3966,-16.3620596918507
2.9,0.06,1.3968,-16.5110030904389
2.9,0.06,1.397,-16.66266768144
2.9,0.06,1.3972,-16.8171396365192
2.9,0.06,1.3974,-16.9745088972418
2.9,0.06,1.3976,-17.1348693548332
2.9,0.06,1.3978,-17.2983190346236
2.9,0.06,1.398,-17.4649602840206
2.9,0.06,1.3982,-17.6348999624285
2.9,0.06,1.3984,-17.8082496310041
2.9,0.06,1.3986,-17.9851257394732
2.9,0.06,1.3988,-18.1656498063865
2.9,0.06,1.399,-18.3499485881381
2.9,0.06,1.3992,-18.5381542307429
2.9,0.06,1.3994,-18.7304043966936
2.9,0.06,1.3996,-18.9268423571225
2.9,0.06,1.3998,-19.1276170368545
2.9,0.06,1.4,-19.3328829966245
2.9,0.06,1.4002,-19.542800332562
2.9,0.06,1.4004,-19.7575344678096
2.9,0.06,1.4006,-19.9772558045427
2.9,0.06,1.4008,-20.2021391963749
2.9,0.06,1.401,-20.4323631906873
2.9,0.06,1.4012,-20.6681089773058
2.9,0.06,1.4014,-20.9095589634477
2.9,0.06,1.4016,-21.1568948741607
2.9,0.06,1.4018,-21.4102952515164
2.9,0.06,1.402,-21.6699321934129
2.9,0.06,1.4022,-21.9359671324863
2.9,0.06,1.4024,-22.2085454057363
2.9,0.06,1.4026,-22.4877893042331
2.9,0.06,1.4028,-22.7737892180281
2.9,0.06,1.403,-23.0665924028126
2.9,0.06,1.4032,-23.3661887917377
2.9,0.06,1.4034,-23.6724931599891
2.9,0.06,1.4036,-23.9853228270791
2.9,0.06,1.4038,-24.3043699650724
2.9,0.06,1.404,-24.6291674941515
2.9,0.06,1.4042,-24.9590475317703
2.9,0.06,1.4044,-25.2930914864984
2.9,0.06,1.4046,-25.6300712579545
2.9,0.06,1.4048,-25.968381773023
2.9,0.06,1.405,-26.3059664606909
2.9,0.06,1.4052,-26.640239485764
2.9,0.06,1.4054,-26.9680118513021
2.9,0.06,1.4056,-27.2854329243528
2.9,0.06,1.4058,-27.5879642525848
2.9,0.06,1.406,-27.8704077330664
2.9,0.06,1.4062,-28.1270132448805
2.9,0.06,1.4064,-28.3516886370642
2.9,0.06,1.4066,-28.5383239089582
2.9,0.06,1.4068,-28.681219366136
2.9,0.06,1.407,-28.7755765111853
2.9,0.06,1.4072,-28.8179788656475
2.9,0.06,1.4074,-28.8067715561161
2.9,0.06,1.4076,-28.7422562451155
2.9,0.06,1.4078,-28.6266550815437
2.9,0.06,1.408,-28.4638524069359
2.9,0.06,1.4082,-28.2589745465355
2.9,0.06,1.4084,-28.0178966960642
2.9,0.06,1.4086,-27.7467647592199
2.9,0.06,1.4088,-27.4515960330246
2.9,0.06,1.409,-27.1379899551604
2.9,0.06,1.4092,-26.8109512574131
2.9,0.06,1.4094,-26.4748092016486
2.9,0.06,1.4096,-26.1332085536609
2.9,0.06,1.4098,-25.7891477167117
2.9,0.06,1.41,-25.4450434343617
2.9,0.06,1.4102,-25.1028068635017
2.9,0.06,1.4104,-24.7639209321913
2.9,0.06,1.4106,-24.4295129975119
2.9,0.06,1.4108,-24.1004197630148
2.9,0.06,1.411,-23.7772433493366
2.9,0.06,1.4112,-23.4603985754084
2.9,0.06,1.4114,-23.1501521357766
2.9,0.06,1.4116,-22.8466546412455
2.9,0.06,1.4118,-22.5499665630299
2.9,0.06,1.412,-22.2600790778178
2.9,0.06,1.4122,-21.97693071175
2.9,0.06,1.4124,-21.7004205608724
2.9,0.06,1.4126,-21.4304187440998
2.9,0.06,1.4128,-21.1667746323842
2.9,0.06,1.413,-20.9093232990048
2.9,0.06,1.4132,-20.657890551775
2.9,0.06,1.4134,-20.4122968378462
2.9,0.06,1.4136,-20.1723602541889
2.9,0.06,1.4138,-19.9378988500296
2.9,0.06,1.414,-19.708732369749
2.9,0.06,1.4142,-19.4846835544486
2.9,0.06,1.4144,-19.2655790961559
2.9,0.06,1.4146,-19.0512503193187
2.9,0.06,1.4148,-18.8415336488442
2.9,0.06,1.415,-18.6362709117074
2.9,0.06,1.4152,-18.4353095094185
2.9,0.06,1.4154,-18.2385024909097
2.9,0.06,1.4156,-18.0457085492485
2.9,0.06,1.4158,-17.8567919607046
2.9,0.06,1.416,-17.6716224808054
2.9,0.06,1.4162,-17.4900752089264
2.9,0.06,1.4164,-17.3120304305014
2.9,0.06,1.4166,-17.1373734439788
2.9,0.06,1.4168,-16.9659943780935
2.9,0.06,1.417,-16.7977880037834
2.9,0.06,1.4172,-16.6326535440913
2.9,0.06,1.4174,-16.4704944846115
2.9,0.06,1.4176,-16.3112183864153
2.9,0.06,1.4178,-16.1547367028972
2.9,0.06,1.418,-16.0009646015928
2.9,0.06,1.4182,-15.8498207917103
2.9,0.06,1.4184,-15.7012273578742
2.9,0.06,1.4186,-15.5551096003928
2.9,0.06,1.4188,-15.4113958822111
2.9,0.06,1.419,-15.2700174825943
2.9,0.06,1.4192,-15.1309084575059
2.9,0.06,1.4194,-14.9940055065709
2.9,0.06,1.4196,-14.8592478464725
2.9,0.06,1.4198,-14.7265770905888
2.9,0.06,1.42,-14.5959371346576
2.9,0.06,1.4202,-14.467274048233
2.9,0.06,1.4204,-14.3405359716977
2.9,0.06,1.4206,-14.2156730185804
2.9,0.06,1.4208,-14.0926371829331
2.9,0.06,1.421,-13.971382251523
2.9,0.06,1.4212,-13.8518637206001
2.9,0.06,1.4214,-13.7340387170051
2.9,0.06,1.4216,-13.6178659233918
2.9,0.06,1.4218,-13.5033055073456
2.9,0.06,1.422,-13.3903190541919
2.9,0.06,1.4222,-13.278869503288
2.9,0.06,1.4224,-13.1689210876161
2.9,0.06,1.4226,-13.0604392764882
2.9,0.06,1.4228,-12.9533907211971
2.9,0.06,1.423,-12.8477432034458
2.9,0.06,1.4232,-12.7434655864042
2.9,0.06,1.4234,-12.6405277682435
2.9,0.06,1.4236,-12.5389006380149
2.9,0.06,1.4238,-12.4385560337381
2.9,0.06,1.424,-12.339466702579
2.9,0.06,1.4242,-12.2416062630012
2.9,0.06,1.4244,-12.1449491687803
2.9,0.06,1.4246,-12.0494706747809
2.9,0.06,1.4248,-11.9551468043966
2.9,0.06,1.425,-11.8619543185643
2.9,0.06,1.4252,-11.7698706862653
2.9,0.06,1.4254,-11.6788740564338
2.9,0.06,1.4256,-11.5889432311953
2.9,0.06,1.4258,-11.500057640365
2.9,0.06,1.426,-11.4121973171365
2.9,0.06,1.4262,-11.3253428749001
2.9,0.06,1.4264,-11.2394754851286
2.9,0.06,1.4266,-11.154576856275
2.9,0.06,1.4268,-11.0706292136299
2.9,0.06,1.427,-10.9876152800875
2.9,0.06,1.4272,-10.9055182577733
2.9,0.06,1.4274,-10.8243218104902
2.9,0.06,1.4276,-10.7440100469386
2.9,0.06,1.4278,-10.6645675046747
2.9,0.06,1.428,-10.5859791347663
2.9,0.06,1.4282,-10.5082302871127
2.9,0.06,1.4284,-10.4313066963952
2.9,0.06,1.4286,-10.3551944686274
2.9,0.06,1.4288,-10.2798800682744
2.9,0.06,1.429,-10.2053503059143
2.9,0.06,1.4292,-10.1315923264146
2.9,0.06,1.4294,-10.0585935976
2.9,0.06,1.4296,-9.98634189938556
2.9,0.06,1.4298,-9.9148253133557
2.9,0.06,1.43,-9.84403221276552
2.9,0.06,1.4302,-9.77395125294631
2.9,0.06,1.4304,-9.70457136209511
2.9,0.06,1.4306,-9.63588173243093
2.9,0.06,1.4308,-9.56787181170038
2.9,0.06,1.431,-9.50053129501701
2.9,0.06,1.4312,-9.43385011701897
2.9,0.06,1.4314,-9.36781844433012
2.9,0.06,1.4316,-9.30242666831153
2.9,0.06,1.4318,-9.2376653980896
2.9,0.06,1.432,-9.17352545384976
2.9,0.06,1.4322,-9.10999786038205
2.9,0.06,1.4324,-9.04707384086953
2.9,0.06,1.4326,-8.98474481090718
2.9,0.06,1.4328,-8.92300237274269
2.9,0.06,1.433,-8.86183830972846
2.9,0.06,1.4332,-8.80124458097647
2.9,0.06,1.4334,-8.74121331620667
2.9,0.06,1.4336,-8.68173681078184
2.9,0.06,1.4338,-8.62280752091962
2.9,0.06,1.434,-8.56441805907527
2.9,0.06,1.4342,-8.50656118948779
2.9,0.06,1.4344,-8.44922982388269
2.9,0.06,1.4346,-8.39241701732493
2.9,0.06,1.4348,-8.33611596421557
2.9,0.06,1.435,-8.28031999442687
2.9,0.06,1.4352,-8.22502256957021
2.9,0.06,1.4354,-8.17021727939062
2.9,0.06,1.4356,-8.11589783828419
2.9,0.06,1.4358,-8.06205808193221
2.9,0.06,1.436,-8.00869196404857
2.9,0.06,1.4362,-7.95579355323512
2.9,0.06,1.4364,-7.90335702994123
2.9,0.06,1.4366,-7.85137668352309
2.9,0.06,1.4368,-7.79984690939985
2.9,0.06,1.437,-7.74876220630165
2.9,0.06,1.4372,-7.69811717360682
2.9,0.06,1.4374,-7.64790650876474
2.9,0.06,1.4376,-7.59812500480094
2.9,0.06,1.4378,-7.54876754790178
2.9,0.06,1.438,-7.49982911507514
2.9,0.06,1.4382,-7.45130477188485
2.9,0.06,1.4384,-7.40318967025558
2.9,0.06,1.4386,-7.35547904634656
2.9,0.06,1.4388,-7.30816821849044
2.9,0.06,1.439,-7.26125258519572
2.9,0.06,1.4392,-7.2147276232101
2.9,0.06,1.4394,-7.16858888564315
2.9,0.06,1.4396,-7.12283200014502
2.9,0.06,1.4398,-7.0774526671406
2.9,0.06,1.44,-7.0324466581159
2.9,0.06,1.4402,-6.987809813956
2.9,0.06,1.4404,-6.9435380433316
2.9,0.06,1.4406,-6.89962732113347
2.9,0.06,1.4408,-6.85607368695249
2.9,0.06,1.441,-6.81287324360414
2.9,0.06,1.4412,-6.77002215569548
2.9,0.06,1.4414,-6.72751664823371
2.9,0.06,1.4416,-6.68535300527432
2.9,0.06,1.4418,-6.64352756860807
2.9,0.06,1.442,-6.60203673648504
2.9,0.06,1.4422,-6.56087696237466
2.9,0.06,1.4424,-6.52004475376066
2.9,0.06,1.4426,-6.47953667096968
2.9,0.06,1.4428,-6.43934932603231
2.9,0.06,1.443,-6.39947938157578
2.9,0.06,1.4432,-6.35992354974687
2.9,0.06,1.4434,-6.32067859116464
2.9,0.06,1.4436,-6.28174131390134
2.9,0.06,1.4438,-6.24310857249104
2.9,0.06,1.444,-6.20477726696521
2.9,0.06,1.4442,-6.16674434191365
2.9,0.06,1.4444,-6.12900678557105
2.9,0.06,1.4446,-6.09156162892743
2.9,0.06,1.4448,-6.05440594486218
2.9,0.06,1.445,-6.01753684730092
2.9,0.06,1.4452,-5.9809514903943
2.9,0.06,1.4454,-5.94464706771832
2.9,0.06,1.4456,-5.90862081149527
2.9,0.06,1.4458,-5.8728699918346
2.9,0.06,1.446,-5.83739191599367
2.9,0.06,1.4462,-5.80218392765691
2.9,0.06,1.4464,-5.76724340623359
2.9,0.06,1.4466,-5.73256776617305
2.9,0.06,1.4468,-5.69815445629756
2.9,0.06,1.447,-5.66400095915145
2.9,0.06,1.4472,-5.63010479036668
2.9,0.06,1.4474,-5.59646349804401
2.9,0.06,1.4476,-5.56307466214962
2.9,0.06,1.4478,-5.52993589392628
2.9,0.06,1.448,-5.49704483531903
2.9,0.06,1.4482,-5.46439915841478
2.9,0.06,1.4484,-5.43199656489559
2.9,0.06,1.4486,-5.39983478550478
2.9,0.06,1.4488,-5.36791157952626
2.9,0.06,1.449,-5.33622473427579
2.9,0.06,1.4492,-5.30477206460471
2.9,0.06,1.4494,-5.27355141241515
2.9,0.06,1.4496,-5.24256064618671
2.9,0.06,1.4498,-5.21179766051403
2.9,0.06,1.45,-5.1812603756554
2.9,0.06,1.4502,-5.15094673709163
2.9,0.06,1.4504,-5.12085471509496
2.9,0.06,1.4506,-5.09098230430823
2.9,0.06,1.4508,-5.06132752333306
2.9,0.06,1.451,-5.03188841432815
2.9,0.06,1.4512,-5.00266304261576
2.9,0.06,1.4514,-4.97364949629766
2.9,0.06,1.4516,-4.94484588587964
2.9,0.06,1.4518,-4.91625034390392
2.9,0.06,1.452,-4.88786102459013
2.9,0.06,1.4522,-4.85967610348413
2.9,0.06,1.4524,-4.83169377711419
2.9,0.06,1.4526,-4.80391226265526
2.9,0.06,1.4528,-4.77632979759988
2.9,0.06,1.453,-4.74894463943661
2.9,0.06,1.4532,-4.72175506533542
2.9,0.06,1.4534,-4.69475937183936
2.9,0.06,1.4536,-4.66795587456322
2.9,0.06,1.4538,-4.64134290789855
2.9,0.06,1.454,-4.61491882472439
2.9,0.06,1.4542,-4.58868199612496
2.9,0.06,1.4544,-4.56263081111213
2.9,0.06,1.4546,-4.53676367635466
2.9,0.06,1.4548,-4.51107901591243
2.9,0.06,1.455,-4.48557527097629
2.9,0.06,1.4552,-4.46025089961315
2.9,0.06,1.4554,-4.43510437651659
2.9,0.06,1.4556,-4.41013419276193
2.9,0.06,1.4558,-4.38533885556685
2.9,0.06,1.456,-4.36071688805622
2.9,0.06,1.4562,-4.33626682903207
2.9,0.06,1.4564,-4.31198723274803
2.9,0.06,1.4566,-4.28787666868793
2.9,0.06,1.4568,-4.26393372134901
2.9,0.06,1.457,-4.24015699002953
2.9,0.06,1.4572,-4.21654508861989
2.9,0.06,1.4574,-4.19309664539858
2.9,0.06,1.4576,-4.16981030283128
2.9,0.06,1.4578,-4.14668471737439
2.9,0.06,1.458,-4.12371855928209
2.9,0.06,1.4582,-4.10091051241687
2.9,0.06,1.4584,-4.078259274064
2.9,0.06,1.4586,-4.05576355474911
2.9,0.06,1.4588,-4.03342207805935
2.9,0.06,1.459,-4.01123358046802
2.9,0.06,1.4592,-3.98919681116201
2.9,0.06,1.4594,-3.9673105318728
2.9,0.06,1.4596,-3.94557351671047
2.9,0.06,1.4598,-3.92398455200042
2.9,0.06,1.46,-3.90254243612361
2.9,0.06,1.4602,-3.88124597935902
2.9,0.06,1.4604,-3.86009400372936
2.9,0.06,1.4606,-3.83908534284958
2.9,0.06,1.4608,-3.81821884177764
2.9,0.06,1.461,-3.7974933568682
2.9,0.06,1.4612,-3.77690775562905
2.9,0.06,1.4614,-3.75646091657947
2.9,0.06,1.4616,-3.73615172911173
2.9,0.06,1.4618,-3.71597909335439
2.9,0.06,1.462,-3.6959419200383
2.9,0.06,1.4622,-3.67603913036481
2.9,0.06,1.4624,-3.65626965587613
2.9,0.06,1.4626,-3.63663243832789
2.9,0.06,1.4628,-3.61712642956408
2.9,0.06,1.463,-3.5977505913936
2.9,0.06,1.4632,-3.5785038954694
2.9,0.06,1.4634,-3.55938532316923
2.9,0.06,1.4636,-3.54039386547845
2.9,0.06,1.4638,-3.52152852287498
2.9,0.06,1.464,-3.50278830521568
2.9,0.06,1.4642,-3.48417223162508
2.9,0.06,1.4644,-3.46567933038538
2.9,0.06,1.4646,-3.44730863882868
2.9,0.06,1.4648,-3.42905920323072
2.9,0.06,1.465,-3.41093007870619
2.9,0.06,1.4652,-3.39292032910581
2.9,0.06,1.4654,-3.37502902691527
2.9,0.06,1.4656,-3.35725525315517
2.9,0.06,1.4658,-3.3395980972831
2.9,0.06,1.466,-3.32205665709687
2.9,0.06,1.4662,-3.30463003863931
2.9,0.06,1.4664,-3.28731735610473
2.9,0.06,1.4666,-3.2701177317464
2.9,0.06,1.4668,-3.25303029578579
2.9,0.06,1.467,-3.23605418632313
2.9,0.06,1.4672,-3.21918854924901
2.9,0.06,1.4674,-3.2024325381577
2.9,0.06,1.4676,-3.18578531426151
2.9,0.06,1.4678,-3.16924604630641
2.9,0.06,1.468,-3.15281391048913
2.9,0.06,1.4682,-3.13648809037513
2.9,0.06,1.4684,-3.12026777681794
2.9,0.06,1.4686,-3.10415216787984
2.9,0.06,1.4688,-3.0881404687532
2.9,0.06,1.469,-3.07223189168359
2.9,0.06,1.4692,-3.0564256558933
2.9,0.06,1.4694,-3.04072098750653
2.9,0.06,1.4696,-3.02511711947534
2.9,0.06,1.4698,-3.00961329150657
2.9,0.06,1.47,-2.99420874999004
2.9,0.06,1.4702,-2.97890274792764
2.9,0.06,1.4704,-2.96369454486318
2.9,0.06,1.4706,-2.94858340681361
2.9,0.06,1.4708,-2.93356860620086
2.9,0.06,1.471,-2.9186494217847
2.9,0.06,1.4712,-2.9038251385967
2.9,0.06,1.4714,-2.88909504787464
2.9,0.06,1.4716,-2.87445844699843
2.9,0.06,1.4718,-2.85991463942617
2.9,0.06,1.472,-2.84546293463171
2.9,0.06,1.4722,-2.83110264804265
2.9,0.06,1.4724,-2.81683310097927
2.9,0.06,1.4726,-2.80265362059418
2.9,0.06,1.4728,-2.78856353981309
2.9,0.06,1.473,-2.77456219727576
2.9,0.06,1.4732,-2.76064893727835
2.9,0.06,1.4734,-2.74682310971605
2.9,0.06,1.4736,-2.73308407002667
2.9,0.06,1.4738,-2.71943117913492
2.9,0.06,1.474,-2.70586380339734
2.9,0.06,1.4742,-2.69238131454796
2.9,0.06,1.4744,-2.67898308964474
2.9,0.06,1.4746,-2.66566851101648
2.9,0.06,1.4748,-2.65243696621063
2.9,0.06,1.475,-2.6392878479415
2.9,0.06,1.4752,-2.62622055403933
2.9,0.06,1.4754,-2.61323448739994
2.9,0.06,1.4756,-2.60032905593488
2.9,0.06,1.4758,-2.5875036725223
2.9,0.06,1.476,-2.57475775495843
2.9,0.06,1.4762,-2.56209072590956
2.9,0.06,1.4764,-2.54950201286473
2.9,0.06,1.4766,-2.53699104808884
2.9,0.06,1.4768,-2.52455726857642
2.9,0.06,1.477,-2.51220011600602
2.9,0.06,1.4772,-2.49991903669488
2.9,0.06,1.4774,-2.48771348155452
2.9,0.06,1.4776,-2.47558290604649
2.9,0.06,1.4778,-2.46352677013884
2.9,0.06,1.478,-2.45154453826316
2.9,0.06,1.4782,-2.43963567927187
2.9,0.06,1.4784,-2.42779966639624
2.9,0.06,1.4786,-2.4160359772049
2.9,0.06,1.4788,-2.40434409356253
2.9,0.06,1.479,-2.39272350158951
2.9,0.06,1.4792,-2.38117369162153
2.9,0.06,1.4794,-2.36969415817002
2.9,0.06,1.4796,-2.35828439988293
2.9,0.06,1.4798,-2.34694391950587
2.9,0.06,1.48,-2.33567222384375
2.9,0.06,1.4802,-2.32446882372294
2.9,0.06,1.4804,-2.31333323395364
2.9,0.06,1.4806,-2.30226497329296
2.9,0.06,1.4808,-2.2912635644081
2.9,0.06,1.481,-2.28032853384021
2.9,0.06,1.4812,-2.26945941196847
2.9,0.06,1.4814,-2.25865573297465
2.9,0.06,1.4816,-2.24791703480804
2.9,0.06,1.4818,-2.2372428591508
2.9,0.06,1.482,-2.22663275138359
2.9,0.06,1.4822,-2.21608626055169
2.9,0.06,1.4824,-2.20560293933142
2.9,0.06,1.4826,-2.19518234399693
2.9,0.06,1.4828,-2.18482403438743
2.9,0.06,1.483,-2.1745275738746
2.9,0.06,1.4832,-2.16429252933051
2.9,0.06,1.4834,-2.15411847109587
2.9,0.06,1.4836,-2.14400497294847
2.9,0.06,1.4838,-2.13395161207222
2.9,0.06,1.484,-2.12395796902614
2.9,0.06,1.4842,-2.11402362771412
2.9,0.06,1.4844,-2.10414817535467
2.9,0.06,1.4846,-2.0943312024511
2.9,0.06,1.4848,-2.08457230276202
2.9,0.06,1.485,-2.07487107327215
2.9,0.06,1.4852,-2.0652271141634
2.9,0.06,1.4854,-2.05564002878635
2.9,0.06,1.4856,-2.04610942363183
2.9,0.06,1.4858,-2.03663490830297
2.9,0.06,1.486,-2.02721609548758
2.9,0.06,1.4862,-2.01785260093051
2.9,0.06,1.4864,-2.00854404340673
2.9,0.06,1.4866,-1.99929004469429
2.9,0.06,1.4868,-1.99009022954779
2.9,0.06,1.487,-1.98094422567209
2.9,0.06,1.4872,-1.97185166369619
2.9,0.06,1.4874,-1.96281217714742
2.9,0.06,1.4876,-1.95382540242606
2.9,0.06,1.4878,-1.94489097877984
2.9,0.06,1.488,-1.93600854827914
2.9,0.06,1.4882,-1.92717775579207
2.9,0.06,1.4884,-1.91839824896
2.9,0.06,1.4886,-1.90966967817335
2.9,0.06,1.4888,-1.90099169654744
2.9,0.06,1.489,-1.89236395989879
2.9,0.06,1.4892,-1.88378612672156
2.9,0.06,1.4894,-1.87525785816416
2.9,0.06,1.4896,-1.86677881800626
2.9,0.06,1.4898,-1.85834867263586
2.9,0.06,1.49,-1.84996709102663
2.9,0.06,1.4902,-1.84163374471561
2.9,0.06,1.4904,-1.83334830778089
2.9,0.06,1.4906,-1.82511045681972
2.9,0.06,1.4908,-1.81691987092671
2.9,0.06,1.491,-1.80877623167226
2.9,0.06,1.4912,-1.80067922308132
2.9,0.06,1.4914,-1.79262853161215
2.9,0.06,1.4916,-1.78462384613541
2.9,0.06,1.4918,-1.77666485791353
2.9,0.06,1.492,-1.76875126058004
2.9,0.06,1.4922,-1.76088275011943
2.9,0.06,1.4924,-1.75305902484683
2.9,0.06,1.4926,-1.74527978538819
2.9,0.06,1.4928,-1.73754473466053
2.9,0.06,1.493,-1.72985357785233
2.9,0.06,1.4932,-1.72220602240424
2.9,0.06,1.4934,-1.71460177798982
2.9,0.06,1.4936,-1.70704055649659
2.9,0.06,1.4938,-1.69952207200722
2.9,0.06,1.494,-1.69204604078083
2.9,0.06,1.4942,-1.68461218123458
2.9,0.06,1.4944,-1.67722021392539
2.9,0.06,1.4946,-1.66986986153176
2.9,0.06,1.4948,-1.66256084883593
2.9,0.06,1.495,-1.65529290270599
2.9,0.06,1.4952,-1.64806575207833
2.9,0.06,1.4954,-1.64087912794025
2.9,0.06,1.4956,-1.63373276331256
2.9,0.06,1.4958,-1.62662639323256
2.9,0.06,1.496,-1.61955975473708
2.9,0.06,1.4962,-1.61253258684563
2.9,0.06,1.4964,-1.60554463054376
2.9,0.06,1.4966,-1.59859562876665
2.9,0.06,1.4968,-1.5916853263827
2.9,0.06,1.497,-1.5848134701774
2.9,0.06,1.4972,-1.57797980883726
2.9,0.06,1.4974,-1.57118409293391
2.9,0.06,1.4976,-1.56442607490848
2.9,0.06,1.4978,-1.55770550905585
2.9,0.06,1.498,-1.55102215150934
2.9,0.06,1.4982,-1.54437576022531
2.9,0.06,1.4984,-1.53776609496805
2.9,0.06,1.4986,-1.53119291729477
2.9,0.06,1.4988,-1.52465599054064
2.9,0.06,1.499,-1.51815507980414
2.9,0.06,1.4992,-1.51168995193234
2.9,0.06,1.4994,-1.50526037550652
2.9,0.06,1.4996,-1.49886612082777
2.9,0.06,1.4998,-1.49250695990278
2.9,0.06,1.5,-1.4861826664297
2.9,0.06,1.502,-1.42480883702055
2.9,0.06,1.504,-1.36668485876242
2.9,0.06,1.506,-1.31161026687881
2.9,0.06,1.508,-1.25939873192755
2.9,0.06,1.51,-1.2098769583717
2.9,0.06,1.512,-1.16288367649149
2.9,0.06,1.514,-1.11826871902585
2.9,0.06,1.516,-1.07589217482661
2.9,0.06,1.518,-1.03562361259159
2.9,0.06,1.52,-0.99734136843125
2.9,0.06,1.522,-0.960931891633602
2.9,0.06,1.524,-0.926289143532461
2.9,0.06,1.526,-0.893314044866874
2.9,0.06,1.528,-0.861913967450132
2.9,0.06,1.53,-0.832002266354005
2.9,0.06,1.532,-0.80349784916078
2.9,0.06,1.534,-0.776324779149005
2.9,0.06,1.536,-0.750411909561235
2.9,0.06,1.538,-0.725692546357321
2.9,0.06,1.54,-0.7021041370878
2.9,0.06,1.542,-0.679587983731539
2.9,0.06,1.544,-0.658088977531592
2.9,0.06,1.546,-0.63755535403574
2.9,0.06,1.548,-0.617938466705115
2.9,0.06,1.55,-0.599192577596973
2.9,0.06,1.552,-0.581274663757534
2.9,0.06,1.554,-0.564144238079398
2.9,0.06,1.556,-0.547763183485963
2.9,0.06,1.558,-0.532095599404148
2.9,0.06,1.56,-0.517107659577037
2.9,0.06,1.562,-0.5027674803506
2.9,0.06,1.564,-0.489044998644796
2.9,0.06,1.566,-0.475911858889099
2.9,0.06,1.568,-0.463341308266901
2.9,0.06,1.57,-0.45130809967277
2.9,0.06,1.572,-0.439788401842028
